Identifiant ICAR;Code postal;Code rue;ICAR - Code rue RN;Code ins commune;Localité;Secteur Electoral;Nom rue;Année de dénomination;Nom rue Population;Code postal Homonyme2;Code rue Homonyme2;Rue nom Homonyme2;Code postal Homonyme3;Code rue Homonyme3;Rue nom Homonyme3;Code postal Homonyme4;Code rue Homonyme4;Rue nom Homonyme4;Collège communal;Conseil Communal;Nom rue RN;Type voirie;Rue dans Corbeille;Voirie Privée/Publique;Rue Régionale/Communale;Nom rue Cadastre;Rue en Majuscule;Nom rue en Minuscule;Mot clé;Code Ins Entité;Entité;Date données Population;Nombre Ménages;Nombre Habitants;Code rue - Nom de rue;Thématique;Localités;Zone(s) stationnement
7754201;5020;6435;6435;92082;MALONNE;23;Rue du Déversoir;;Rue du Déversoir(ML);5020;5026;Rue du Déversoir(FW);;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU DEVERSOIR;DEVERSOIR (Rue du );Déversoir (Rue du );Déversoir;92094;Namur;2023-05-07;0;0;6435-Rue du Déversoir;Monument;Malonne;
7753187;5020;6437;6437;92082;MALONNE;23;Chemin de Djétronri;;Chemin de Djétronri(ML);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DE DJETRONRI;DJETRONRI (Chemin de );Djétronri (Chemin de );Djétronri;92094;Namur;2023-05-07;1;6;6437-Chemin de Djétronri;Pas de renseignement;Malonne;
7753554;5100;4604;4604;92032;DAVE;13;Promenade de l'Ecluse;;Promenade de l'Ecluse(DV);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;PROMENADE DE L ECLUSE;ECLUSE (Promenade de l' );Ecluse (Promenade de l' );Ecluse;92094;Namur;2023-05-07;14;25;4604-Promenade de l'Ecluse;Monument;Dave;
7753842;5100;4605;4605;92032;DAVE;13;Rue de l'Ecole;;Rue de l'Ecole(DV);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE L ECOLE;ECOLE (Rue de l' );Ecole (Rue de l' );Ecole;92094;Namur;2023-05-07;50;122;4605-Rue de l'Ecole;Monument;Dave;
7753268;5100;8618;8618;92135;WEPION;32;Chemin du Bois du Curé;;Chemin du Bois du Curé(WP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DU BOIS DU CURE;BOIS DU CURE (Chemin du );Bois du Curé (Chemin du );Bois du Curé;92094;Namur;2023-05-07;24;64;8618-Chemin du Bois du Curé;Géographie;Wépion;
7753271;5100;8623;8623;92135;WEPION;32;Chemin du Cabaca;1979;Chemin du Cabaca(WP)(AVANT 28.05.79 Chemin du Gros Buisson);5020;6411;Chemin du Cabaca(ML);;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DU CABACA;CABACA (Chemin du );Cabaca (Chemin du );Cabaca;92094;Namur;2023-05-07;0;0;8623-Chemin du Cabaca;Lieu-dit;Wépion;
7753025;5020;7948;7948;92120;SUARLEE;29;Allée de Tertibu;2003;Allée de Tertibu(SL);;;;;;;;;;;2003-10-22;2003-11-18;VOIRIE;;PUBLIQUE;COMMUNALE;AL DE TERTIBU;TERTIBU (Allée de );Tertibu (Allée de );Tertibu;92094;Namur;2023-05-07;17;55;7948-Allée de Tertibu;Lieu-dit;Suarlée;
7754702;5000;1215;1215;92094;NAMUR;02;Venelle des Capucins;2003;Venelle des Capucins(NR)(AVANT 26.02.2003 Impasse des Capucins);;;;;;;;;;2003-02-11;2003-02-26;2003-08-11;VOIRIE;CORBEILLE;PRIVEE;COMMUNALE;VENELLE DES CAPUCINS;CAPUCINS (Venelle des );Capucins (Venelle des );Capucins;92094;Namur;2023-05-07;16;33;1215-Venelle des Capucins;Culte;Namur;
7754624;5020;6475;6475;92082;MALONNE;23;Ruelle Messieurs;1981;Ruelle Messieurs(Ml)(AVANT 01.01.81 Ptie Clinchant);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;RUELLE MESSIEURS;MESSIEURS (Ruelle );Messieurs (Ruelle );Messieurs;92094;Namur;2023-05-07;7;17;6475-Ruelle Messieurs;Pas de renseignement;Malonne;
7754626;5100;4618;4618;92032;DAVE;13;Ruelle Ninin;;Ruelle Ninin(DV);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;RUELLE NININ;NININ (Ruelle );Ninin (Ruelle );Ninin;92094;Namur;2023-05-07;2;3;4618-Ruelle Ninin;Pas de renseignement;Dave;
7754062;5100;4619;4619;92032;DAVE;13;Rue des Nolettes;;Rue des Nolettes(DV);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES NOLETTES;NOLETTES (Rue des );Nolettes (Rue des );Nolettes;92094;Namur;2023-05-07;31;68;4619-Rue des Nolettes;Pas de renseignement;Dave;
7754260;5020;6482;6482;92082;MALONNE;23;Rue du Petit-Clinchamp;1981;Rue du Petit-Clinchamp(ML)(AVANT 01.01.81 Ptie Clinchant);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU PETIT CLINCHAMP;PETIT-CLINCHAMP (Rue du );Petit-Clinchamp (Rue du );Petit-Clinchamp;92094;Namur;2023-05-07;7;25;6482-Rue du Petit-Clinchamp;Géographie;Malonne;
7753245;5100;8671;8671;92135;WEPION;32;Chemin des Marronniers;;Chemin des Marronniers(WP);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;CHEM DES MARRONNIERS;MARRONNIER (Chemin des );Marronnier (Chemin des );Marronnier;92094;Namur;2023-05-07;47;108;8671-Chemin des Marronniers;Faune et Flore;Wépion;
7753615;5100;8674;8674;92135;WEPION;32;Rue Antoine Melin;;Rue Antoine Melin(WP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R ANTOINE MELIN;MELIN (Rue Antoine );Melin (Rue Antoine );Melin;92094;Namur;2023-05-07;19;43;8674-Rue Antoine Melin;Nom propre (masculin);Wépion;
7754058;5100;8679;8679;92135;WEPION;32;Rue des Nacelles;1979;Rue des Nacelles(WP)(AVANT 28.05.79 Chemin du Petit Ry);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PRIVEE;COMMUNALE;R DES NACELLES;NACELLES (Rue des );Nacelles (Rue des );Nacelles;92094;Namur;2023-05-07;5;12;8679-Rue des Nacelles;Pas de renseignement;Wépion;
7754246;5100;8683;8683;92135;WEPION;32;Rue du Pairibonnier;;Rue du Pairibonnier(WP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU PAIRIBONNIER;PAIRIBONNIER (Rue du );Pairibonnier (Rue du );Pairibonnier;92094;Namur;2023-05-07;7;11;8683-Rue du Pairibonnier;Pas de renseignement;Wépion;
7753106;5100;8684;8684;92135;WEPION;32;Avenue du Parc de Wépion;1979;Avenue du Parc de Wépion(WP)(AVANT 28.05.79 Avenue du Parc);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;AV DU PARC DE WEPION;PARC DE WEPION (Avenue du );Parc de Wépion (Avenue du );Parc de Wépion;92094;Namur;2023-05-07;11;23;8684-Avenue du Parc de Wépion;Géographie;Wépion;
7753802;5100;8689;8689;92135;WEPION;32;Rue de la Première Armée Américaine;;Rue de la Première Armée Américaine(WP)(AV Rue de la Liberation);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R PREM.ARMEE AMERICAINE;PREMIERE ARMEE AMERICAINE (Rue de la );Première Armée Américaine (Rue de la );Première Armée Américaine;92094;Namur;2023-05-07;36;85;8689-Rue de la Première Armée Américaine;Militaire;Wépion;
7754090;5100;8690;8690;92135;WEPION;32;Rue des Prisonniers de Guerre;;Rue des Prisonniers de Guerre(WP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R PRISONNIERS DE GUERRE;PRISONNIERS DE GUERRE (Rue des );Prisonniers de Guerre (Rue des );Prisonniers de Guerre;92094;Namur;2023-05-07;13;32;8690-Rue des Prisonniers de Guerre;Militaire;Wépion;
7754091;5100;8691;8691;92135;WEPION;32;Rue des Pruniers;;Rue des Pruniers(WP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES PRUNIERS;PRUNIERS (Rue des );Pruniers (Rue des );Pruniers;92094;Namur;2023-05-07;16;42;8691-Rue des Pruniers;Faune et Flore;Wépion;
7753253;5100;8732;8732;92135;WEPION;32;Chemin des Renards;;Chemin des Renards(WP);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;CHEM DES RENARDS;RENARDS (Chemin des );Renards (Chemin des );Renards;92094;Namur;2023-05-07;4;6;8732-Chemin des Renards;Faune et Flore;Wépion;
7753807;5100;8693;8693;92135;WEPION;32;Rue de la Résistance;;Rue de la Résistance(WP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE LA RESISTANCE;RESISTANCE (Rue de la );Résistance (Rue de la );Résistance;92094;Namur;2023-05-07;22;60;8693-Rue de la Résistance;Militaire;Wépion;
7753342;5100;8738;8738;92135;WEPION;32;Clos des Rocailles;;Clos des Rocailles(WP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CL DES ROCAILLES;ROCAILLES (Clos des );Rocailles (Clos des );Rocailles;92094;Namur;2023-05-07;7;10;8738-Clos des Rocailles;Faune et Flore;Wépion;
7754291;5100;8697;8697;92135;WEPION;32;Rue du Sabotier;1979;Rue du Sabotier(WP)(AVANT 28.05.79 Chemin de la Ferme);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DU SABOTIER;SABOTIER (Rue du );Sabotier (Rue du );Sabotier;92094;Namur;2023-05-07;1;1;8697-Rue du Sabotier;Métiers;Wépion;
7753582;5100;8698;8698;92135;WEPION;32;Route de Saint-Gérard;;Route de Saint-Gérard(WP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;RTE DE ST-GERARD;SAINT-GERARD (Route de );Saint-Gérard (Route de );Saint-Gérard;92094;Namur;2023-05-07;207;494;8698-Route de Saint-Gérard;Géographie;Wépion;
7754666;5020;6508;6508;92082;MALONNE;23;Sur les Ternes;1981;Sur les Ternes(ML)(AVANT 01.01.81 Ptie Tiennes);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;SUR LES TERNES;TERNES (Sur les );Ternes (Sur les );Ternes;92094;Namur;2023-05-07;19;50;6508-Sur les Ternes;Géographie;Malonne;
7753251;5020;6484;6484;92082;MALONNE;23;Chemin des Pierres;1981;Chemin des Pierres(ML)(AVANT 01.01.81 Ptie Piroy);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DES PIERRES;PIERRES (Chemin des );Pierres (Chemin des );Pierres;92094;Namur;2023-05-07;10;26;6484-Chemin des Pierres;Pas de renseignement;Malonne;
7753436;5020;6487;6487;92082;MALONNE;23;Les Potales;1981;Les Potales(ML)(AVANT 01.01.81 Ptie Potales);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;LES POTALES;POTALES (Les );Potales (Les );Potales;92094;Namur;2023-05-07;10;20;6487-Les Potales;Lieu-dit;Malonne;
7753552;5020;6489;6489;92082;MALONNE;23;Pré du Stokî;;Pré du Stokî(ML);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;PRE DU STOKI;PRE DU STOKI;Pré du Stokî;Pré du Stokî;92094;Namur;2023-05-07;4;8;6489-Pré du Stokî;Pas de renseignement;Malonne;
7753301;5020;6491;6491;92082;MALONNE;23;Chemin Prunelliers-Ch-Purnalîs;1981;Chemin Prunelliers-Ch-Purnalîs(ML)(AVANT 01.01.81 Ptie Trieux);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;CHEM PRUNELLIERS;PRUNELLIERS-CH-PURNALIS (Chemin );Prunelliers-Ch-Purnalîs (Chemin );Prunelliers-Ch-Purnalîs;92094;Namur;2023-05-07;8;20;6491-Chemin Prunelliers-Ch-Purnalîs;Faune et Flore;Malonne;
7754283;5020;6493;6493;92082;MALONNE;23;Rue du Ranimé;;Rue du Ranimé(ML)(AVANT 01.01.81 Pties Malpas,Ranimé et Petit-Ry);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU RANIME;RANIME (Rue du );Ranimé (Rue du );Ranimé;92094;Namur;2023-05-07;22;58;6493-Rue du Ranimé;Pas de renseignement;Malonne;
7754288;5100;4623;4623;92032;DAVE;13;Rue du Rivage;;Rue du Rivage(DV);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;R DU RIVAGE;RIVAGE (Rue du );Rivage (Rue du );Rivage;92094;Namur;2023-05-07;36;72;4623-Rue du Rivage;Lieu-dit;Dave;
7753048;5020;6497;6497;92082;MALONNE;23;Ancien Rivage;1981;Ancien Rivage(ML)(AVANT 01.01.81  Ptie Rivage);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;ANCIEN RIVAGE;RIVAGE (Ancien );Rivage (Ancien );Rivage;92094;Namur;2023-05-07;22;48;6497-Ancien Rivage;Lieu-dit;Malonne;
7753204;5020;6498;6498;92082;MALONNE;23;Chemin de la Roche;1981;Chemin de la Roche(ML)(AVANT 01.01.81 Ptie La Roche);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DE LA ROCHE;ROCHE (Chemin de la );Roche (Chemin de la );Roche;92094;Namur;2023-05-07;5;5;6498-Chemin de la Roche;Topo;Malonne;
7754107;5020;6499;6499;92082;MALONNE;23;Rue des Rouges Gorges;1981;Rue des Rouges Gorges(ML)(AVANT 01.01.81 Ptie Cité de Curnoloo);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES ROUGES GORGES;ROUGES GORGES (Rue des );Rouges Gorges (Rue des );Rouges Gorges;92094;Namur;2023-05-07;20;49;6499-Rue des Rouges Gorges;Faune et Flore;Malonne;
7753221;5100;4625;4625;92032;DAVE;13;Chemin de Sainte-Anne;;Chemin de Sainte-Anne(DV);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DE STE-ANNE;SAINTE-ANNE (Chemin de );Sainte-Anne (Chemin de );Sainte-Anne;92094;Namur;2023-05-07;0;0;4625-Chemin de Sainte-Anne;Culte;Dave;
7753861;5101;6212;6212;92078;LOYERS;22;Rue de l'Horlaine;;Rue de l'Horlaine(LO);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE L HORLAINE;HORLAINE (Rue de l' );Horlaine (Rue de l' );Horlaine;92094;Namur;2023-05-07;7;17;6212-Rue de l'Horlaine;Pas de renseignement;Loyers;
7753867;5101;6004;6004;92075;LIVES-SUR-MEUSE;21;Rue de l'Intérieur;;Rue de l'Intérieur(LI);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE L INTERIEUR;INTERIEUR (Rue de l' );Intérieur (Rue de l' );Intérieur;92094;Namur;2023-05-07;10;25;6004-Rue de l'Intérieur;Pas de renseignement;Lives-sur-Meuse;
7753169;5101;6005;6005;92075;LIVES-SUR-MEUSE;21;Chaussée de Liège;;Chaussée de Liège(LI) n° 701 à 1199 et 742 à 1198;5101;4817;Chaussée de Liège(EP) n° 675 à 699 et 638 à 718;5100;5608;Chaussée de Liège(JB) n° 1 à 673 et 2 à 636;5101;;Chaussée de Liège(LO) n° 720 à 740 pairs;;;;VOIRIE;;PUBLIQUE;REGIONALE;CHEE DE LIEGE;LIEGE (Chaussée de );Liège (Chaussée de );Liège;92094;Namur;2023-05-07;31;70;6005-Chaussée de Liège;Géographie;Lives-sur-Meuse;
7753197;5101;6014;6014;92075;LIVES-SUR-MEUSE;21;Chemin de la Magne;1981;Chemin de la Magne(LI)(AVANT 15.09.80 Ptie Rue des Grosses Pierres);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;CHEM DE LA MAGNE;MAGNE (Chemin de la );Magne (Chemin de la );Magne;92094;Namur;2023-05-07;2;7;6014-Chemin de la Magne;Pas de renseignement;Lives-sur-Meuse;
7753876;5101;6214;6214;92078;LOYERS;22;Rue de Maizeret;;Rue de Maizeret(LO);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE MAIZERET;MAIZERET (Rue de );Maizeret (Rue de );Maizeret;92094;Namur;2023-05-07;104;245;6214-Rue de Maizeret;Géographie;Loyers;
7754511;5101;6215;6215;92078;LOYERS;22;Rue Maty;;Rue Maty(LO)(AVANT 15.09.80 Rue du Centre);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R MATY;MATY (Rue );Maty (Rue );Maty;92094;Namur;2023-05-07;9;19;6215-Rue Maty;Pas de renseignement;Loyers;
7753287;5101;6225;6225;92078;LOYERS;22;Chemin du Mirador;1980;Chemin du Mirador(LO)(AVANT 15.09.80 Ptie Chemin de Bossimé);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DU MIRADOR;MIRADOR (Chemin du );Mirador (Chemin du );Mirador;92094;Namur;2023-05-07;0;0;6225-Chemin du Mirador;Militaire;Loyers;
7754237;5101;6216;6216;92078;LOYERS;22;Rue du Moinil;;Rue du Moinil(LO);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU MOINIL;MOINIL (Rue du );Moinil (Rue du );Moinil;92094;Namur;2023-05-07;8;21;6216-Rue du Moinil;Pas de renseignement;Loyers;
7753883;5101;6007;6007;92075;LIVES-SUR-MEUSE;21;Rue de Mosanville;;Rue de Mosanville(LI);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE MOSANVILLE;MOSANVILLE (Rue de );Mosanville (Rue de );Mosanville;92094;Namur;2023-05-07;25;55;6007-Rue de Mosanville;Pas de renseignement;Lives-sur-Meuse;
7753396;5101;6223;6223;92078;LOYERS;22;Fosse au Sauvlon;1980;Fosse au Sauvlon(LO)(AVANT 15.09.80 Ptie Chemin de Bossimé);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;FOSSE AU SAUVLON;SAUVLON (Fosse au );Sauvlon (Fosse au );Sauvlon;92094;Namur;2023-05-07;0;0;6223-Fosse au Sauvlon;Pas de renseignement;Loyers;
7754298;5101;6227;6227;92078;LOYERS;22;Rue du Silex;;Rue du Silex(LO);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU SILEX;SILEX (Rue du );Silex (Rue du );Silex;92094;Namur;2023-05-07;6;17;6227-Rue du Silex;Minéraux et Roches;Loyers;
7753547;5101;6011;6011;92075;LIVES-SUR-MEUSE;21;Pont des Vallées;1980;Pont des Vallées(LI)(AVANT 15.09.80 Ptie Rue de Loyers);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;PONT DES VALLEES;VALLEES (Pont des );Vallées (Pont des );Vallées;92094;Namur;2023-05-07;7;16;6011-Pont des Vallées;Monument;Lives-sur-Meuse;
7754137;5101;6221;6221;92078;LOYERS;22;Rue des Vivis;;Rue des Vivis(LO);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;R DES VIVIS;VIVIS (Rue des );Vivis (Rue des );Vivis;92094;Namur;2023-05-07;18;37;6221-Rue des Vivis;Pas de renseignement;Loyers;
7753234;5024;5315;5315;92052;GELBRESSEE;16;Chemin des Blés;1980;Chemin des Blés(GB)(AVANT 29.04.80 Rue du Bosquet);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DES BLES;BLES (Chemin des );Blés (Chemin des );Blés;92094;Namur;2023-05-07;17;38;5315-Chemin des Blés;Faune et Flore;Gelbressée;
7753649;5021;3507;3507;92017;BONINNE;08;Rue Bois de Lahaut;;Rue Bois de Lahaut(BN);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R BOIS DE LAHAUT;BOIS DE LAHAUT (Rue );Bois de Lahaut (Rue );Bois de Lahaut;92094;Namur;2023-05-07;43;106;3507-Rue Bois de Lahaut;Géographie;Boninne;
7753736;5100;4631;4631;92032;DAVE;13;Rue de la Cassette;1980;Rue de la Cassette(DV)(AVANT 29.04.80 Ptie Fonds de Dave);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE LA CASSETTE;CASSETTE (Rue de la );Cassette (Rue de la );Cassette;92094;Namur;2023-05-07;11;27;4631-Rue de la Cassette;Pas de renseignement;Dave;
7753669;5020;6417;6417;92082;MALONNE;23;Rue Champs-de-Malonne;1981;Rue Champs-de-Malonne(ML)(AVANT 01.01.81 Ptie Champs);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R CHAMPS-DE-MALONNE;CHAMPS-DE-MALONNE (Rue );Champs-de-Malonne (Rue );Champs-de-Malonne;92094;Namur;2023-05-07;38;102;6417-Rue Champs-de-Malonne;Lieu-dit;Malonne;
7754178;5100;4603;4603;92032;DAVE;13;Rue du Château de Dave;1979;Rue du Château de Dave(DV)(AVANT 28.05.79 Rue du Chateau);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DU CHATEAU DE DAVE;CHATEAU DE DAVE (Rue du );Château de Dave (Rue du );Château de Dave;92094;Namur;2023-05-07;12;25;4603-Rue du Château de Dave;Géographie;Dave;
7754189;5020;6423;6423;92082;MALONNE;23;Rue du Clinchamp;1981;Rue du Clinchamp(ML)(AVANT 01.01.81 Ptie Clinchamps);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU CLINCHAMP;CLINCHAMP (Rue du );Clinchamp (Rue du );Clinchamp;92094;Namur;2023-05-07;46;106;6423-Rue du Clinchamp;Géographie;Malonne;
7753359;5020;6428;6428;92082;MALONNE;23;Cortil Brûlé;1981;Cortil Brûlé(Ml)(AVANT 01.01.81 Ptie Chepson);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CORTIL BRULE;CORTIL BRULE;Cortil Brûlé;Cortil Brûlé;92094;Namur;2023-05-07;4;10;6428-Cortil Brûlé;Lieu-dit;Malonne;
7754535;5020;8312;8312;92128;VEDRIN;31;Rue Pierre Depoortere;;Rue Pierre Depoortere(VD) n°1 et 67 et 2 à 56;5020;4034;Rue Pierre Depoortere(CH) n°69 et 60 uniquement;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R P.DEPOORTERE;DEPOORTERE (Rue Pierre );Depoortere (Rue Pierre );Depoortere;92094;Namur;2023-05-07;43;113;8312-Rue Pierre Depoortere;Nom propre (masculin);Vedrin;
7753691;5100;8605;8605;92135;WEPION;32;Rue de Bailin;1979;Rue de Bailin(WP)(AVANT 28.05.79 Rue Malevez);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DE BAILIN;BAILIN (Rue de );Bailin (Rue de );Bailin;92094;Namur;2023-05-07;14;25;8605-Rue de Bailin;Pas de renseignement;Wépion;
7753183;5100;8614;8613;92135;WEPION;32;Chemin de Bierlinfosse;1979;Chemin de Bierlinfosse(WP)(AVANT 28.05.79 Ptie Tienne aux Pierres) n°46, 56, 58, 66;5100;8613;Chemin de Bierlinfosse(WP) n°1, 3, 5;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PRIVEE;COMMUNALE;CHEM DE BIERLINFOSSE;BIERLINFOSSE (Chemin de );Bierlinfosse (Chemin de );Bierlinfosse;92094;Namur;2023-05-07;3;5;8614-Chemin de Bierlinfosse;Pas de renseignement;Wépion;
7753264;5100;8616;8616;92135;WEPION;32;Chemin du Blanc Batys;;Chemin du Blanc Batys(WP);;;;;;;;;;;;;VOIRIE;;PRIVEE/PUBLIQUE;COMMUNALE;CHEM DU BLANC BATYS;BLANC BATYS (Chemin du );Blanc Batys (Chemin du );Blanc Batys;92094;Namur;2023-05-07;1;1;8616-Chemin du Blanc Batys;Pas de renseignement;Wépion;
7754015;5100;8659;8659;92135;WEPION;32;Rue des Griottes;1979;Rue des Griottes(WP)(AVANT 28.05.79 Avenue des Cerisiers);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DES GRIOTTES;GRIOTTES (Rue des );Griottes (Rue des );Griottes;92094;Namur;2023-05-07;16;38;8659-Rue des Griottes;Faune et Flore;Wépion;
7753040;5100;8740;8740;92135;WEPION;32;Allée du Hibou;;Allée du Hibou(WP);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;AL DU HIBOU;HIBOU (Allée du );Hibou (Allée du );Hibou;92094;Namur;2023-05-07;1;1;8740-Allée du Hibou;Faune et Flore;Wépion;
7753706;5004;3714;3714;92021;BOUGE;09;Rue de Coquelet;;Rue de Coquelet(BU) n°147 à fin + 135 et 160 à fin;5000;1013;Rue de Coquelet(NR) n°1 à 145 sauf 135 et 2 à 158;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE COQUELET;COQUELET (Rue de );Coquelet (Rue de );Coquelet;92094;Namur;2023-05-07;82;155;3714-Rue de Coquelet;Lieu-dit;Bouge;
7754522;5024;5310;5310;92052;GELBRESSEE;16;Rue Notre-Dame du Vivier;1979;Rue Notre-Dame du Vivier(GB)(AVANT 28.05.79 Rue de Marche-Les-Dames) n°401 à fin et 392 à fin;5021;3519;Rue Notre-Dame du Vivier(BN) n°201 à 399 impairs;5024;6718;Rue Notre-Dame du Vivier(MD)(AVANT 28.05.79 Rue de l'Abbaye) n°1 à 199 et 2 à 390;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;REGIONALE;R NOTRE-DAME DU VIVIER;NOTRE-DAME DU VIVIER (Rue );Notre-Dame du Vivier (Rue );Vivier;92094;Namur;2023-05-07;5;14;5310-Rue Notre-Dame du Vivier;Culte;Gelbressée;
7754311;5020;8333;8333;92128;VEDRIN;31;Rue du Triangle;1979;Rue du Triangle(VD)(AVANT 28.05.79 Ptie Rue Jean Geuvens) n°1 à 9 impairs;5020;4030;Rue du Triangle(CH)(AVANT 28.05.79 Ptie Chaussée de Louvain) n°11 uniquement;5004;3765;Rue du Triangle(BU)(AVANT 28.05.79 Ptie Rue de Vedrin) n°2 à fin pairs;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DU TRIANGLE;TRIANGLE (Rue du );Triangle (Rue du );Triangle;92094;Namur;2023-05-07;9;19;8333-Rue du Triangle;Pas de renseignement;Vedrin;
7754076;5000;3025;3025;92009;BEEZ;06;Rue des Pierres Blanches;1979;Rue des Pierres Blanches(BZ)(AVANT 28.05.79 chemin de Belle Vue) n°1 à 27 et 2 à 28;5000;1825;Rue des Pierres Blanches(NR)(AVANT 28.05.79 chemin de Belle Vue) n°29 à fin et 30 à fin;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PRIVEE;COMMUNALE;R DES PIERRES BLANCHES;PIERRES BLANCHES (Rue des );Pierres Blanches (Rue des );Pierres Blanches;92094;Namur;2023-05-07;13;30;3025-Rue des Pierres Blanches;Pas de renseignement;Beez;
7754118;5100;8707;8707;92135;WEPION;32;Rue des Swagnes;;Rue des Swagnes(WP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES SWAGNES;SWAGNES (Rue des );Swagnes (Rue des );Swagnes;92094;Namur;2023-05-07;14;36;8707-Rue des Swagnes;Pas de renseignement;Wépion;
