jsondatas;Identifiant;Type;Catégorie;Description;Localisation;Nom;jsondatas_refdevice_value;jsondatas_refparkinggroup_value;jsondatas_refparkingsite_value;Statut;Date du statut;Adresse;Url
"{""id"": ""937"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:36:53.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""MO05"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64115847"", ""5.59772141""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""MO05"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1851"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""122"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:36:53.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588235, ""metadata"": {}}}";937;ParkingSpot;onstreet,SHOPANDDRIVE;MO05;50.64115847, 5.59772141;MO05;1851;122;LIEGE;Occupé;2023-05-10T19:36:53+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""896"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:30:52.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""WA08"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63048742"", ""5.55804614""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""WA08"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1971"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""163"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:30:52.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588225, ""metadata"": {}}}";896;ParkingSpot;onstreet,SHOPANDDRIVE;WA08;50.63048742, 5.55804614;WA08;1971;163;LIEGE;Occupé;2023-05-10T19:30:52+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""380"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:33:42.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""FX01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64640886"", ""5.55747929""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""FX01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1867"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""66"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:33:42.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587924, ""metadata"": {}}}";380;ParkingSpot;onstreet,KISSANDRIDE;FX01;50.64640886, 5.55747929;FX01;1867;66;LIEGE;Libre;2023-05-10T19:33:42+02:00;;https://www.liege.be/kissandride
"{""id"": ""343"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:35:42.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""HA01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63331030"", ""5.58038154""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""HA01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1902"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""53"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:35:42.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588231, ""metadata"": {}}}";343;ParkingSpot;onstreet,KISSANDRIDE;HA01;50.6333103, 5.58038154;HA01;1902;53;LIEGE;Occupé;2023-05-10T19:35:42+02:00;;https://www.liege.be/kissandride
"{""id"": ""888"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:36:01.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SL11"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65032961"", ""5.59386911""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SL11"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1892"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""49"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:36:01.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588227, ""metadata"": {}}}";888;ParkingSpot;onstreet,SHOPANDDRIVE;SL11;50.65032961, 5.59386911;SL11;1892;49;LIEGE;Libre;2023-05-10T19:36:01+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""6"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:36:23.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GR04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63618200"", ""5.57982700""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GR04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1449"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""2"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:36:23.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588233, ""metadata"": {}}}";6;ParkingSpot;onstreet,SHOPANDDRIVE;GR04;50.636182, 5.579827;GR04;1449;2;LIEGE;Occupé;2023-05-10T19:36:23+02:00;Rue Grétry;https://www.liege.be/shopanddrive
"{""id"": ""175"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:36:34.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GU26"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62922500"", ""5.56806900""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GU26"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1991"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""1"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:36:34.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588234, ""metadata"": {}}}";175;ParkingSpot;onstreet,SHOPANDDRIVE;GU26;50.629225, 5.568069;GU26;1991;1;LIEGE;Occupé;2023-05-10T19:36:34+02:00;Rue des Guillemins;https://www.liege.be/shopanddrive
"{""id"": ""1036"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:20:57.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""XN01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64283503"", ""5.56750276""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""XN01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1992"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""151"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:20:57.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588195, ""metadata"": {}}}";1036;ParkingSpot;onstreet,SHOPANDDRIVE;XN01;50.64283503, 5.56750276;XN01;1992;151;LIEGE;Occupé;2023-05-10T19:20:57+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""907"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:21:27.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GI14"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63281889"", ""5.54758764""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GI14"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1928"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""12"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:21:27.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588198, ""metadata"": {}}}";907;ParkingSpot;onstreet,SHOPANDDRIVE;GI14;50.63281889, 5.54758764;GI14;1928;12;LIEGE;Occupé;2023-05-10T19:21:27+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""373"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:22:10.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""WA01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62967615"", ""5.55639303""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""WA01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1972"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""65"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:22:10.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588019, ""metadata"": {}}}";373;ParkingSpot;onstreet,KISSANDRIDE;WA01;50.62967615, 5.55639303;WA01;1972;65;LIEGE;Libre;2023-05-10T19:22:10+02:00;;https://www.liege.be/kissandride
"{""id"": ""1004"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:17:02.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""OB09"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61996501"", ""5.56499298""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""OB09"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1960"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""142"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:17:02.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588180, ""metadata"": {}}}";1004;ParkingSpot;onstreet,SHOPANDDRIVE;OB09;50.61996501, 5.56499298;OB09;1960;142;LIEGE;Occupé;2023-05-10T19:17:02+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""987"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:19:16.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""FR01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62383067"", ""5.57099643""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""FR01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1980"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""139"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:19:16.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588188, ""metadata"": {}}}";987;ParkingSpot;onstreet,SHOPANDDRIVE;FR01;50.62383067, 5.57099643;FR01;1980;139;LIEGE;Occupé;2023-05-10T19:19:16+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""974"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:18:56.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""VN01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62819098"", ""5.58091172""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""VN01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1907"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""136"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:18:56.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588185, ""metadata"": {}}}";974;ParkingSpot;onstreet,SHOPANDDRIVE;VN01;50.62819098, 5.58091172;VN01;1907;136;LIEGE;Occupé;2023-05-10T19:18:56+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""928"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:19:05.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CR02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64375971"", ""5.60319006""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CR02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1895"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""119"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:19:05.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588187, ""metadata"": {}}}";928;ParkingSpot;onstreet,SHOPANDDRIVE;CR02;50.64375971, 5.60319006;CR02;1895;119;LIEGE;Occupé;2023-05-10T19:19:05+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""1008"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:27:07.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""BT04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61936939"", ""5.56407969""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""BT04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2136"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""143"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:27:07.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588212, ""metadata"": {}}}";1008;ParkingSpot;onstreet,SHOPANDDRIVE;BT04;50.61936939, 5.56407969;BT04;2136;143;LIEGE;Occupé;2023-05-10T19:27:07+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""995"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:26:43.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""LV03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63176870"", ""5.55766658""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""LV03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1966"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""141"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:26:43.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588211, ""metadata"": {}}}";995;ParkingSpot;onstreet,SHOPANDDRIVE;LV03;50.6317687, 5.55766658;LV03;1966;141;LIEGE;Occupé;2023-05-10T19:26:43+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""890"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:27:02.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SL13"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65076676"", ""5.59552547""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SL13"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1976"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""49"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:27:02.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588194, ""metadata"": {}}}";890;ParkingSpot;onstreet,SHOPANDDRIVE;SL13;50.65076676, 5.59552547;SL13;1976;49;LIEGE;Libre;2023-05-10T19:27:02+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""889"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:26:05.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SL12"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65075051"", ""5.59542153""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SL12"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1857"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""49"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:26:05.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588202, ""metadata"": {}}}";889;ParkingSpot;onstreet,SHOPANDDRIVE;SL12;50.65075051, 5.59542153;SL12;1857;49;LIEGE;Libre;2023-05-10T19:26:05+02:00;;https://www.liege.be/shopanddrive
