jsondatas;Identifiant;Type;Catégorie;Description;Localisation;Nom;jsondatas_refdevice_value;jsondatas_refparkinggroup_value;jsondatas_refparkingsite_value;Statut;Date du statut;Adresse;Url
"{""id"": ""351"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:25:55.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""EG01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61138568"", ""5.61762273""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""EG01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2041"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""159"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:25:55.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587650, ""metadata"": {}}}";351;ParkingSpot;onstreet,KISSANDRIDE;EG01;50.61138568, 5.61762273;EG01;2041;159;LIEGE;Occupé;2023-05-10T17:25:55+02:00;;https://www.liege.be/kissandride
"{""id"": ""893"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:28:30.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""EG06"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61127721"", ""5.61542986""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""EG06"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1879"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""56"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:28:30.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587669, ""metadata"": {}}}";893;ParkingSpot;onstreet,SHOPANDDRIVE;EG06;50.61127721, 5.61542986;EG06;1879;56;LIEGE;Occupé;2023-05-10T17:28:30+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""984"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:25:51.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""FG03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62660719"", ""5.57257259""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""FG03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2081"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""138"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:25:51.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587634, ""metadata"": {}}}";984;ParkingSpot;onstreet,SHOPANDDRIVE;FG03;50.62660719, 5.57257259;FG03;2081;138;LIEGE;Libre;2023-05-10T17:25:51+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""333"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:31:11.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""VM01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65089854"", ""5.59197927""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""VM01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1865"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""50"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:31:11.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587515, ""metadata"": {}}}";333;ParkingSpot;onstreet,KISSANDRIDE;VM01;50.65089854, 5.59197927;VM01;1865;50;LIEGE;Libre;2023-05-10T17:31:11+02:00;;https://www.liege.be/kissandride
"{""id"": ""372"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:36:24.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""RI01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62347613"", ""5.57491523""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""RI01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1983"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""64"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:36:24.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587718, ""metadata"": {}}}";372;ParkingSpot;onstreet,KISSANDRIDE;RI01;50.62347613, 5.57491523;RI01;1983;64;LIEGE;Occupé;2023-05-10T17:36:24+02:00;;https://www.liege.be/kissandride
"{""id"": ""975"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:39:44.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""VN02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62817587"", ""5.58100077""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""VN02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1887"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""136"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:39:44.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587740, ""metadata"": {}}}";975;ParkingSpot;onstreet,SHOPANDDRIVE;VN02;50.62817587, 5.58100077;VN02;1887;136;LIEGE;Occupé;2023-05-10T17:39:44+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""1039"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:48:18.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""PM02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63808486"", ""5.57411481""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""PM02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2075"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""152"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:48:17.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587787, ""metadata"": {}}}";1039;ParkingSpot;onstreet,SHOPANDDRIVE;PM02;50.63808486, 5.57411481;PM02;2075;152;LIEGE;Occupé;2023-05-10T17:48:17+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""963"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:48:04.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""JW03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61188332"", ""5.61438491""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""JW03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2049"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""131"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:48:04.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587776, ""metadata"": {}}}";963;ParkingSpot;onstreet,SHOPANDDRIVE;JW03;50.61188332, 5.61438491;JW03;2049;131;LIEGE;Libre;2023-05-10T17:48:04+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""923"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:44:52.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""PY01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64623090"", ""5.60232574""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""PY01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1889"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""117"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:44:52.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587766, ""metadata"": {}}}";923;ParkingSpot;onstreet,SHOPANDDRIVE;PY01;50.6462309, 5.60232574;PY01;1889;117;LIEGE;Occupé;2023-05-10T17:44:52+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""978"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:52:40.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""VN05"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62812852"", ""5.58126355""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""VN05"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1906"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""136"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:52:40.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587805, ""metadata"": {}}}";978;ParkingSpot;onstreet,SHOPANDDRIVE;VN05;50.62812852, 5.58126355;VN05;1906;136;LIEGE;Occupé;2023-05-10T17:52:40+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""905"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:00:30.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GI12"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63285213"", ""5.54769898""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GI12"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1918"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""12"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:00:30.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587844, ""metadata"": {}}}";905;ParkingSpot;onstreet,SHOPANDDRIVE;GI12;50.63285213, 5.54769898;GI12;1918;12;LIEGE;Occupé;2023-05-10T18:00:30+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""106"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:02:30.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""TR01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63909418"", ""5.56558841""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""TR01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1805"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""14"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:02:30.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587855, ""metadata"": {}}}";106;ParkingSpot;onstreet,SHOPANDDRIVE;TR01;50.63909418, 5.56558841;TR01;1805;14;LIEGE;Occupé;2023-05-10T18:02:30+02:00;Rue Trappé;https://www.liege.be/shopanddrive
"{""id"": ""942"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:12:41.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""BO03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63807380"", ""5.58828574""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""BO03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2044"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""124"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:12:41.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587904, ""metadata"": {}}}";942;ParkingSpot;onstreet,SHOPANDDRIVE;BO03;50.6380738, 5.58828574;BO03;2044;124;LIEGE;Occupé;2023-05-10T18:12:41+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""114"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:04:53.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GR23"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63346700"", ""5.58290600""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GR23"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2020"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""2"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:04:53.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587865, ""metadata"": {}}}";114;ParkingSpot;onstreet,SHOPANDDRIVE;GR23;50.633467, 5.582906;GR23;2020;2;LIEGE;Occupé;2023-05-10T18:04:53+02:00;Rue Grétry;https://www.liege.be/shopanddrive
"{""id"": ""916"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:04:55.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GL02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65468969"", ""5.57332656""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GL02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1944"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""114"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T15:04:55.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587510, ""metadata"": {}}}";916;ParkingSpot;onstreet,SHOPANDDRIVE;GL02;50.65468969, 5.57332656;GL02;1944;114;LIEGE;Occupé;2023-05-10T17:04:55+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""909"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:07:22.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""TO01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.67651460"", ""5.54571131""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""TO01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2088"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""112"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:07:22.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587875, ""metadata"": {}}}";909;ParkingSpot;onstreet,SHOPANDDRIVE;TO01;50.6765146, 5.54571131;TO01;2088;112;LIEGE;Occupé;2023-05-10T18:07:22+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""968"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:26:51.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""RE02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61306502"", ""5.57876166""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""RE02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2129"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""133"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:26:51.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587916, ""metadata"": {}}}";968;ParkingSpot;onstreet,SHOPANDDRIVE;RE02;50.61306502, 5.57876166;RE02;2129;133;LIEGE;Libre;2023-05-10T18:26:51+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""892"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:28:16.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""EG05"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61127368"", ""5.61538387""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""EG05"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1886"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""56"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:28:16.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587957, ""metadata"": {}}}";892;ParkingSpot;onstreet,SHOPANDDRIVE;EG05;50.61127368, 5.61538387;EG05;1886;56;LIEGE;Libre;2023-05-10T18:28:16+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""1032"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:20:11.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""JB02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63472831"", ""5.56722971""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""JB02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1849"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""149"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:20:11.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587943, ""metadata"": {}}}";1032;ParkingSpot;onstreet,SHOPANDDRIVE;JB02;50.63472831, 5.56722971;JB02;1849;149;LIEGE;Occupé;2023-05-10T18:20:11+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""108"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:21:29.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""TR03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63918877"", ""5.56550961""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""TR03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1807"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""14"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:21:29.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587952, ""metadata"": {}}}";108;ParkingSpot;onstreet,SHOPANDDRIVE;TR03;50.63918877, 5.56550961;TR03;1807;14;LIEGE;Occupé;2023-05-10T18:21:29+02:00;Rue Trappé;https://www.liege.be/shopanddrive
"{""id"": ""948"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:28:36.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SD02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63720516"", ""5.57915460""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SD02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2078"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""127"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:28:36.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587987, ""metadata"": {}}}";948;ParkingSpot;onstreet,SHOPANDDRIVE;SD02;50.63720516, 5.5791546;SD02;2078;127;LIEGE;Occupé;2023-05-10T18:28:36+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""65"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:29:32.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SA04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64055500"", ""5.56858000""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SA04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1804"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""11"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:29:32.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587996, ""metadata"": {}}}";65;ParkingSpot;onstreet,SHOPANDDRIVE;SA04;50.640555, 5.56858;SA04;1804;11;LIEGE;Occupé;2023-05-10T18:29:32+02:00;Boulevard de la Sauvenière;https://www.liege.be/shopanddrive
