Geo Point;Geo Shape;Identifiant;Code rue (ICAR / BeStaddress);Rue;Code rue;Numéro;Identifiant d'adresse (ICAR / BeStaddress);Commune;Code postal;Places disponibles;Date de création;Date de dernière modification;Statut;Année de mise en service;Largeur;Longueur;Ville
50.6056866033, 5.6263600147;"{""coordinates"": [5.6263600147, 50.6056866033], ""type"": ""Point""}";1200;7730131;quai Henri Borguet;7483;120;1134781;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.635769486, 5.5760547285;"{""coordinates"": [5.5760547285, 50.635769486], ""type"": ""Point""}";688;7730134;quai Marcellis;763;1;1964629;Liège;4020;2;2013-05-30;2014-05-26;Existant;;;;Liège
50.6224076664, 5.5822784177;"{""coordinates"": [5.5822784177, 50.6224076664], ""type"": ""Point""}";1692;7729686;boulevard Emile de Laveleye;1215;2;1115661;Liège;4020;1;2021-04-14;2021-04-14;Existant;;;;Liège
50.6115591637, 5.5625620687;"{""coordinates"": [5.5625620687, 50.6115591637], ""type"": ""Point""}";999;7730147;résidence Fraternité;9826;7;1135196;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.6541082768, 5.6047829905;"{""coordinates"": [5.6047829905, 50.6541082768], ""type"": ""Point""}";1258;7731315;rue Saint-Léonard;55;539;1204917;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6463096406, 5.5679445266;"{""coordinates"": [5.5679445266, 50.6463096406], ""type"": ""Point""}";1260;7730161;rue Agimont;48;2;1115834;Liège;4000;2;2021-03-25;2021-03-25;Existant;;;;Liège
50.6250337161, 5.572220631;"{""coordinates"": [5.572220631, 50.6250337161], ""type"": ""Point""}";1054;7730163;rue Albert de Cuyck;33;9;1111520;Liège;4000;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6399225753, 5.5924910234;"{""coordinates"": [5.5924910234, 50.6399225753], ""type"": ""Point""}";1277;7730189;rue aux-Frênes;712;19;1126123;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6398882276, 5.592448281;"{""coordinates"": [5.592448281, 50.6398882276], ""type"": ""Point""}";1276;7730189;rue aux-Frênes;712;19;1126123;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.636281528, 5.559941564;"{""coordinates"": [5.559941564, 50.636281528], ""type"": ""Point""}";873;7730198;rue Bassenge;29;7;1104659;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6358266924, 5.5876667317;"{""coordinates"": [5.5876667317, 50.6358266924], ""type"": ""Point""}";901;7730200;rue Basse-Wez;73;81;1124429;Liège;4020;2;2013-05-30;2021-08-25;Existant;;;;Liège
50.6615259119, 5.5926217903;"{""coordinates"": [5.5926217903, 50.6615259119], ""type"": ""Point""}";1749;7730210;rue Besonhez;25;42;1136565;Liège;4000;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6271215225, 5.5600215064;"{""coordinates"": [5.5600215064, 50.6271215225], ""type"": ""Point""}";1295;7730222;rue Bois-l'Evêque;96;74;1442774;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6388501127, 5.5599417902;"{""coordinates"": [5.5599417902, 50.6388501127], ""type"": ""Point""}";1100;7730244;rue César Franck;22;52;1103852;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.6489757808, 5.589659629;"{""coordinates"": [5.589659629, 50.6489757808], ""type"": ""Point""}";1326;7731315;rue Saint-Léonard;55;91;1194200;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6290024242, 5.5659460446;"{""coordinates"": [5.5659460446, 50.6290024242], ""type"": ""Point""}";674;7730288;rue Dartois;32;2;1114971;Liège;4000;1;2013-05-30;2021-04-09;Existant;;;;Liège
50.6533829949, 5.5658037492;"{""coordinates"": [5.5658037492, 50.6533829949], ""type"": ""Point""}";886;7730290;rue Daussoigne Méhul;823;30;1106437;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.6349679348, 5.6258845967;"{""coordinates"": [5.6258845967, 50.6349679348], ""type"": ""Point""}";1765;7730299;rue de Bois-de-Breux;6417;497;1135307;Liège;4020;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6552821409, 5.5713103831;"{""coordinates"": [5.5713103831, 50.6552821409], ""type"": ""Point""}";884;7730304;rue de Campine;813;470;1114664;Liège;4000;1;2013-05-30;2021-03-25;Existant;;;;Liège
50.612313821, 5.62219382;"{""coordinates"": [5.62219382, 50.612313821], ""type"": ""Point""}";1186;7730309;rue de Chèvremont;7414;56;1110323;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.6422955895, 5.5871923189;"{""coordinates"": [5.5871923189, 50.6422955895], ""type"": ""Point""}";859;7730005;place du Congrès;615;29;1106252;Liège;4020;1;2013-05-30;2021-04-13;Existant;;;;Liège
50.6069202016, 5.6232558804;"{""coordinates"": [5.6232558804, 50.6069202016], ""type"": ""Point""}";1390;7730364;rue de la Ferme;7481;9;1110401;Liège;4032;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6283757309, 5.6043631363;"{""coordinates"": [5.6043631363, 50.6283757309], ""type"": ""Point""}";1395;7730369;rue de la Forge;7961;9;1103882;Liège;4030;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6431086107, 5.5873694193;"{""coordinates"": [5.5873694193, 50.6431086107], ""type"": ""Point""}";1530;7730399;rue de la Province;662;17;1121980;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6124119914, 5.5905845039;"{""coordinates"": [5.5905845039, 50.6124119914], ""type"": ""Point""}";1538;7730405;rue de la Résidence;7239;9;1107002;Liège;4031;2;2021-03-27;2021-03-27;Existant;;;;Liège
50.6124070686, 5.5916289279;"{""coordinates"": [5.5916289279, 50.6124070686], ""type"": ""Point""}";820;7731225;rue Ovide Decroly;7213;116;1190162;Liège;4031;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6065895486, 5.6248968217;"{""coordinates"": [5.6248968217, 50.6065895486], ""type"": ""Point""}";1236;7730763;rue du Bateau;7485;1;1208710;Liège;4032;;;;Existant;;;;Liège
50.6106087886, 5.5627032219;"{""coordinates"": [5.5627032219, 50.6106087886], ""type"": ""Point""}";731;7730422;rue de la Veine-Sothuy;9859;3;1119049;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.6397497325, 5.5939421537;"{""coordinates"": [5.5939421537, 50.6397497325], ""type"": ""Point""}";666;7730441;rue de l'Armistice;622;33;1104347;Liège;4020;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6169270817, 5.6192617492;"{""coordinates"": [5.6192617492, 50.6169270817], ""type"": ""Point""}";1035;7730446;rue de l'Aviation;7529;30;1130651;Liège;4032;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6500079616, 5.5866653093;"{""coordinates"": [5.5866653093, 50.6500079616], ""type"": ""Point""}";1229;7730450;rue de l'Enclos;538;8;1115524;Liège;4000;1;;2021-09-02;Existant;;;;Liège
50.615576302, 5.6141038768;"{""coordinates"": [5.6141038768, 50.615576302], ""type"": ""Point""}";1374;7730454;rue de l'Epargne;7422;55;1109123;Liège;4032;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.615554962, 5.6150747374;"{""coordinates"": [5.6150747374, 50.615554962], ""type"": ""Point""}";1373;7730454;rue de l'Epargne;7422;83;1133277;Liège;4032;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.663926536, 5.5941230442;"{""coordinates"": [5.5941230442, 50.663926536], ""type"": ""Point""}";1375;7730456;rue de l'Ermitage;211;3;1104841;Liège;4000;1;2021-03-25;2021-08-31;Existant;;;;Liège
50.6128820587, 5.586784839;"{""coordinates"": [5.586784839, 50.6128820587], ""type"": ""Point""}";1438;7730466;rue de l'Hôtel de Ville;723;31;1207294;Liège;4031;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6434718085, 5.6194553568;"{""coordinates"": [5.6194553568, 50.6434718085], ""type"": ""Point""}";1084;7730467;rue de Liège;6476;63;1209477;Liège;4020;1;2013-05-30;2021-03-27;Existant;;;;Liège
50.6129385856, 5.5785121912;"{""coordinates"": [5.5785121912, 50.6129385856], ""type"": ""Point""}";971;7730492;rue de Renory;73;82;1912365;Liège;4031;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6553311413, 5.6055495166;"{""coordinates"": [5.6055495166, 50.6553311413], ""type"": ""Point""}";1575;7730507;rue de Steppes;594;153;1125522;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6498341242, 5.5960163468;"{""coordinates"": [5.5960163468, 50.6498341242], ""type"": ""Point""}";1806;7730549;rue des Armuriers;511;24;1222811;Liège;4000;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.6615222567, 5.5898282338;"{""coordinates"": [5.5898282338, 50.6615222567], ""type"": ""Point""}";1136;7730560;rue des Bergers;23;137;1212503;Liège;4000;1;;2021-09-02;Existant;;;;Liège
50.6401032183, 5.5747600434;"{""coordinates"": [5.5747600434, 50.6401032183], ""type"": ""Point""}";640;7730574;rue des Carmes;116;7;1871922;Liège;4000;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6436349261, 5.6341747797;"{""coordinates"": [5.6341747797, 50.6436349261], ""type"": ""Point""}";610;7730591;rue des Cortils;6427;2;1211748;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6107127913, 5.5988924129;"{""coordinates"": [5.5988924129, 50.6107127913], ""type"": ""Point""}";1341;7730594;rue des Coudriers;7231;13;1229271;Liège;4031;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.619435114, 5.6236400321;"{""coordinates"": [5.6236400321, 50.619435114], ""type"": ""Point""}";1185;7730597;rue des Crahlis;7538;11;1222902;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.6253471337, 5.6188436619;"{""coordinates"": [5.6188436619, 50.6253471337], ""type"": ""Point""}";1153;7730603;rue des Déportés;766;16;1212152;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.6347937454, 5.6033880094;"{""coordinates"": [5.6033880094, 50.6347937454], ""type"": ""Point""}";1410;7730627;rue des Fusillés;6319;4;1221550;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6539418493, 5.556283025;"{""coordinates"": [5.556283025, 50.6539418493], ""type"": ""Point""}";795;7730629;rue des Genêts;836;2;1223750;Liège;4000;2;2013-05-30;2021-03-26;Existant;;;;Liège
50.6548942815, 5.5572100613;"{""coordinates"": [5.5572100613, 50.6548942815], ""type"": ""Point""}";1417;7730629;rue des Genêts;836;15;1221524;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6290323826, 5.5679665184;"{""coordinates"": [5.5679665184, 50.6290323826], ""type"": ""Point""}";644;7730636;rue des Guillemins;333;23;1213892;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6400158357, 5.5459767371;"{""coordinates"": [5.5459767371, 50.6400158357], ""type"": ""Point""}";647;7730646;rue des Houillères;465;9;1214350;Liège;4000;1;2013-05-30;2021-08-18;Existant;;;;Liège
50.6261147297, 5.5866966063;"{""coordinates"": [5.5866966063, 50.6261147297], ""type"": ""Point""}";1447;7730652;rue des Joncs;128;6;1207835;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6275481066, 5.6018034589;"{""coordinates"": [5.6018034589, 50.6275481066], ""type"": ""Point""}";1144;7730672;rue des Moissons;7968;41;1223702;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.6232500447, 5.5738579531;"{""coordinates"": [5.5738579531, 50.6232500447], ""type"": ""Point""}";1541;7730715;rue des Rivageois;364;29;1227572;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.623602806, 5.5756458813;"{""coordinates"": [5.5756458813, 50.623602806], ""type"": ""Point""}";1540;7730715;rue des Rivageois;364;3;1227571;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6283011609, 5.5804414945;"{""coordinates"": [5.5804414945, 50.6283011609], ""type"": ""Point""}";690;7730730;rue des Vennes;1258;26;1234794;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6072582155, 5.6257161704;"{""coordinates"": [5.6257161704, 50.6072582155], ""type"": ""Point""}";1602;7730733;rue des Vieilles Terres;7486;29;1209672;Liège;4032;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6069913156, 5.625352583;"{""coordinates"": [5.625352583, 50.6069913156], ""type"": ""Point""}";1814;7730733;rue des Vieilles Terres;7486;13;1218302;Liège;4032;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.6285130305, 5.5700398767;"{""coordinates"": [5.5700398767, 50.6285130305], ""type"": ""Point""}";1669;7730736;rue des Vingt-Deux;381;10;1211835;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6351266906, 5.5832989309;"{""coordinates"": [5.5832989309, 50.6351266906], ""type"": ""Point""}";1115;7730744;rue Deveux;728;35;1236263;Liège;4020;1;2013-05-30;2021-04-14;Existant;;;;Liège
50.6357660488, 5.557757139;"{""coordinates"": [5.557757139, 50.6357660488], ""type"": ""Point""}";596;7731307;rue Saint-Gilles;95;354;1181669;Liège;4000;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.612418393, 5.6139513427;"{""coordinates"": [5.6139513427, 50.612418393], ""type"": ""Point""}";1335;7730120;quai des Ardennes;742;200;1873566;Liège;4032;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6134278428, 5.6131006994;"{""coordinates"": [5.6131006994, 50.6134278428], ""type"": ""Point""}";1334;7730801;rue du Confluent;746;44;1238809;Liège;4032;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6243083778, 5.5948605275;"{""coordinates"": [5.5948605275, 50.6243083778], ""type"": ""Point""}";1243;7731021;rue Haute-Wez;7746;2;1229580;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.6447892016, 5.5572167003;"{""coordinates"": [5.5572167003, 50.6447892016], ""type"": ""Point""}";905;7730818;rue du Général Bertrand;45;41;1220424;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.6439151538, 5.5556197534;"{""coordinates"": [5.5556197534, 50.6439151538], ""type"": ""Point""}";845;7730818;rue du Général Bertrand;45;88;0;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6445383935, 5.556700199;"{""coordinates"": [5.556700199, 50.6445383935], ""type"": ""Point""}";1105;7730818;rue du Général Bertrand;45;60;1220408;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.6301571806, 5.5546404842;"{""coordinates"": [5.5546404842, 50.6301571806], ""type"": ""Point""}";768;7730831;rue du Laveu;945;137;1223028;Liège;4000;1;2013-05-30;2021-08-31;Existant;;;;Liège
50.6424500035, 5.6001404774;"{""coordinates"": [5.6001404774, 50.6424500035], ""type"": ""Point""}";683;7730838;rue du Martyr;6229;9;1212703;Liège;4020;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.639194454, 5.5739186052;"{""coordinates"": [5.5739186052, 50.639194454], ""type"": ""Point""}";1119;7730840;rue du Méry;16;28;1212690;Liège;4000;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6465486081, 5.5755000534;"{""coordinates"": [5.5755000534, 50.6465486081], ""type"": ""Point""}";910;7730846;rue du Palais;167;14;1210937;Liège;4000;1;2013-05-30;2021-04-14;Existant;;;;Liège
50.6164592668, 5.5546214392;"{""coordinates"": [5.5546214392, 50.6164592668], ""type"": ""Point""}";1507;7730854;rue du Perron;9856;70;1230633;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6266478673, 5.5655294144;"{""coordinates"": [5.5655294144, 50.6266478673], ""type"": ""Point""}";1514;7730856;rue du Plan Incliné;36;145;1873357;Liège;4000;2;2021-03-27;2021-03-27;Existant;;;;Liège
50.6518884598, 5.5967571239;"{""coordinates"": [5.5967571239, 50.6518884598], ""type"": ""Point""}";1517;7730859;rue du Pommier;581;29;1214037;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6490397389, 5.5832969143;"{""coordinates"": [5.5832969143, 50.6490397389], ""type"": ""Point""}";787;7730865;rue du Potay;583;24;1214446;Liège;4000;1;2013-05-30;2021-06-15;Existant;;;;Liège
50.6188332041, 5.5663776889;"{""coordinates"": [5.5663776889, 50.6188332041], ""type"": ""Point""}";729;7730874;rue du Puits;361;42;1447053;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.6433394573, 5.5766761593;"{""coordinates"": [5.5766761593, 50.6433394573], ""type"": ""Point""}";838;7730878;rue du Rêwe;176;1;1223399;Liège;4000;2;2013-05-30;2021-09-02;Existant;;;;Liège
50.6532772062, 5.5945702647;"{""coordinates"": [5.5945702647, 50.6532772062], ""type"": ""Point""}";1225;7730881;rue du Ruisseau;589;53;1225552;Liège;4000;1;;2021-03-27;Existant;;;;Liège
50.6127068222, 5.5990506301;"{""coordinates"": [5.5990506301, 50.6127068222], ""type"": ""Point""}";943;7730896;rue du Val Benoît;7248;13;1216137;Liège;4031;1;2013-05-30;2021-08-27;Existant;;;;Liège
50.6465684629, 5.5525624821;"{""coordinates"": [5.5525624821, 50.6465684629], ""type"": ""Point""}";1761;7730916;rue En Bois;44;9;1234609;Liège;4000;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6423749433, 5.6156430145;"{""coordinates"": [5.6156430145, 50.6423749433], ""type"": ""Point""}";1391;7730950;rue Fond-Crahay;6317;4;1210611;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6580867665, 5.5800476337;"{""coordinates"": [5.5800476337, 50.6580867665], ""type"": ""Point""}";1392;7730953;rue Fond-des-Tawes;83;289;1236753;Liège;4000;2;2021-03-25;2021-03-25;Existant;;;;Liège
50.6405985019, 5.5846410415;"{""coordinates"": [5.5846410415, 50.6405985019], ""type"": ""Point""}";1398;7730963;rue Fosse-aux-Raines;63;42;1226911;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6189093471, 5.6173774887;"{""coordinates"": [5.6173774887, 50.6189093471], ""type"": ""Point""}";1241;7730966;rue Fraîche;7537;14;1229111;Liège;4032;2;;2021-09-02;Existant;;;;Liège
50.6246610913, 5.5815647495;"{""coordinates"": [5.5815647495, 50.6246610913], ""type"": ""Point""}";692;7730983;rue Gaucet;1222;38;1227770;Liège;4020;1;2013-05-30;2021-04-14;Existant;;;;Liège
50.6424612168, 5.5839837474;"{""coordinates"": [5.5839837474, 50.6424612168], ""type"": ""Point""}";703;7730981;rue Gaston Grégoire;631;14;1238510;Liège;4020;2;2013-05-30;2022-09-12;Existant;;;;Liège
50.6358255207, 5.5632812664;"{""coordinates"": [5.5632812664, 50.6358255207], ""type"": ""Point""}";635;7730977;rue Fusch;235;2;1220969;Liège;4000;1;2013-05-30;2023-05-03;Existant;;;;Liège
50.6444302269, 5.6014944931;"{""coordinates"": [5.6014944931, 50.6444302269], ""type"": ""Point""}";1775;7730985;rue Général de Gaulle;622;205;1221417;Liège;4020;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6426554217, 5.5970976973;"{""coordinates"": [5.5970976973, 50.6426554217], ""type"": ""Point""}";1640;7730985;rue Général de Gaulle;622;168;1219208;Liège;4020;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.64412364, 5.6010846139;"{""coordinates"": [5.6010846139, 50.64412364], ""type"": ""Point""}";1415;7730985;rue Général de Gaulle;622;330;1212754;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6437682426, 5.6004520294;"{""coordinates"": [5.6004520294, 50.6437682426], ""type"": ""Point""}";1416;7730985;rue Général de Gaulle;622;308;1221384;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.638509561, 5.5622615307;"{""coordinates"": [5.5622615307, 50.638509561], ""type"": ""Point""}";946;7731008;rue Grandgagnage;236;14;1237192;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.651636938, 5.5992280775;"{""coordinates"": [5.5992280775, 50.651636938], ""type"": ""Point""}";1352;7730523;rue Defrêcheux;533;42;1228351;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.656078007, 5.6061209961;"{""coordinates"": [5.6061209961, 50.656078007], ""type"": ""Point""}";1451;7731107;rue Joseph Truffaut;522;5;1207715;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6302242982, 5.6048838219;"{""coordinates"": [5.6048838219, 50.6302242982], ""type"": ""Point""}";1456;7731115;rue Jules Destrée;7965;17;1240771;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6351793319, 5.5853747;"{""coordinates"": [5.5853747, 50.6351793319], ""type"": ""Point""}";669;7731124;rue Lairesse;753;70;1232582;Liège;4020;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6346182155, 5.5845529853;"{""coordinates"": [5.5845529853, 50.6346182155], ""type"": ""Point""}";1691;7731124;rue Lairesse;753;79;1232573;Liège;4020;2;2021-04-14;2021-04-14;Existant;;;;Liège
50.6355561689, 5.5798332326;"{""coordinates"": [5.5798332326, 50.6355561689], ""type"": ""Point""}";1117;7731149;rue Libotte;756;10;1209867;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6383105885, 5.5854880898;"{""coordinates"": [5.5854880898, 50.6383105885], ""type"": ""Point""}";942;7731158;rue Louis Jamme;646;45;1216802;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6330605833, 5.5645607945;"{""coordinates"": [5.5645607945, 50.6330605833], ""type"": ""Point""}";672;7731163;rue Louvrex;32;111;1208202;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6227336734, 5.6009170105;"{""coordinates"": [5.6009170105, 50.6227336734], ""type"": ""Point""}";1473;7730373;rue de la Haminde;7786;37;1136660;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6413944783, 5.6342330455;"{""coordinates"": [5.6342330455, 50.6413944783], ""type"": ""Point""}";608;7730032;place Hors-Ville;6461;9;1115300;Liège;4020;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6463348984, 5.5630614633;"{""coordinates"": [5.5630614633, 50.6463348984], ""type"": ""Point""}";890;7731194;rue Mississipi;483;17;1237799;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6546949089, 5.5558090858;"{""coordinates"": [5.5558090858, 50.6546949089], ""type"": ""Point""}";919;7731195;rue Molinvaux;85;234;1227153;Liège;4000;2;2013-05-30;2021-03-26;Existant;;;;Liège
50.6292816716, 5.5817113285;"{""coordinates"": [5.5817113285, 50.6292816716], ""type"": ""Point""}";762;7731207;rue Natalis;124;57;1873198;Liège;4020;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6462764413, 5.602451149;"{""coordinates"": [5.602451149, 50.6462764413], ""type"": ""Point""}";984;7731234;rue Paul-Joseph Carpay;2223;20;1171442;Liège;4020;2;2013-05-30;2021-09-02;Existant;;;;Liège
50.6298419529, 5.6057865759;"{""coordinates"": [5.6057865759, 50.6298419529], ""type"": ""Point""}";1238;7730967;rue Fraischamps;7962;162;1218386;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.6422332529, 5.5546934364;"{""coordinates"": [5.5546934364, 50.6422332529], ""type"": ""Point""}";1129;7731248;rue Plumier;494;10;1871809;Liège;4000;2;2013-05-30;2021-08-19;Existant;;;;Liège
50.6454869894, 5.6339470077;"{""coordinates"": [5.6339470077, 50.6454869894], ""type"": ""Point""}";1516;7731249;rue Pokietonov;6499;2;1965362;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6347482365, 5.5570261795;"{""coordinates"": [5.5570261795, 50.6347482365], ""type"": ""Point""}";1617;7730742;rue Destriveaux;924;22;1212235;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.636760312, 5.5845667489;"{""coordinates"": [5.5845667489, 50.636760312], ""type"": ""Point""}";622;7731283;rue Robertson;779;3;1156405;Liège;4020;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6418347208, 5.5802559633;"{""coordinates"": [5.5802559633, 50.6418347208], ""type"": ""Point""}";590;7731299;rue Saint-Eloi;669;7;1154596;Liège;4020;1;2013-05-30;2021-08-18;Existant;;;;Liège
50.6476518981, 5.5529516839;"{""coordinates"": [5.5529516839, 50.6476518981], ""type"": ""Point""}";860;7731300;rue Sainte-Marguerite;43;301;1141648;Liège;4000;2;2013-05-30;2021-08-31;Existant;;;;Liège
50.6328231055, 5.5660094607;"{""coordinates"": [5.5660094607, 50.6328231055], ""type"": ""Point""}";952;7731301;rue Sainte-Marie;368;22;1202713;Liège;4000;1;2013-05-30;2021-03-27;Existant;;;;Liège
50.6317666192, 5.5667039065;"{""coordinates"": [5.5667039065, 50.6317666192], ""type"": ""Point""}";998;7731303;rue Sainte-Véronique;369;4;1194099;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6376351142, 5.5700475778;"{""coordinates"": [5.5700475778, 50.6376351142], ""type"": ""Point""}";767;7730054;place Saint-Jacques;261;11;1135124;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6331039849, 5.5466207296;"{""coordinates"": [5.5466207296, 50.6331039849], ""type"": ""Point""}";994;7731320;rue Saint-Nicolas;42;16;1879549;Liège;4000;1;2013-05-30;2021-03-27;Existant;;;;Liège
50.6363070537, 5.5447414547;"{""coordinates"": [5.5447414547, 50.6363070537], ""type"": ""Point""}";796;7731320;rue Saint-Nicolas;42;148;1879642;Liège;4000;2;2013-05-30;2021-08-18;Existant;;;;Liège
50.5887669657, 5.5702388218;"{""coordinates"": [5.5702388218, 50.5887669657], ""type"": ""Point""}";1696;7762858;rue Claude Strebelle;7349;1;1873612;Liège;4031;1;2021-04-19;2021-04-19;Existant;;;;Liège
50.6111823624, 5.5872403627;"{""coordinates"": [5.5872403627, 50.6111823624], ""type"": ""Point""}";944;7731350;rue Sous-le-Bois;7233;8;1141425;Liège;4031;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6368521811, 5.5783139868;"{""coordinates"": [5.5783139868, 50.6368521811], ""type"": ""Point""}";1120;7730110;quai de la Boverie;716;3;1107163;Liège;4020;1;2013-05-30;2021-04-13;Existant;;;;Liège
50.6399775456, 5.5648254417;"{""coordinates"": [5.5648254417, 50.6399775456], ""type"": ""Point""}";1112;7731380;rue Trappé;27;7;1194619;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6335326534, 5.5926164169;"{""coordinates"": [5.5926164169, 50.6335326534], ""type"": ""Point""}";1088;7731470;Thier-de-la-Chartreuse;787;27;1159067;Liège;4020;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6582636688, 5.5702729415;"{""coordinates"": [5.5702729415, 50.6582636688], ""type"": ""Point""}";1601;7731486;Vieille Voie de Tongres;872;64;1192107;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6569055047, 5.5706015665;"{""coordinates"": [5.5706015665, 50.6569055047], ""type"": ""Point""}";1599;7731486;Vieille Voie de Tongres;872;2;1198541;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6100462658, 5.6165463958;"{""coordinates"": [5.6165463958, 50.6100462658], ""type"": ""Point""}";1855;7730823;rue du Gravier;7425;57;1214061;Liège;4032;4;2022-04-28;2022-04-28;Existant;;;;Liège
50.6399480122, 5.5785922792;"{""coordinates"": [5.5785922792, 50.6399480122], ""type"": ""Point""}";962;7730128;quai Edouard Van Beneden;626;12;1108448;Liège;4020;1;2013-05-30;2022-11-09;Existant;;;;Liège
