Geo Point;Geo Shape;Identifiant;Code rue (ICAR / BeStaddress);Rue;Code rue;Numéro;Identifiant d'adresse (ICAR / BeStaddress);Commune;Code postal;Places disponibles;Date de création;Date de dernière modification;Statut;Année de mise en service;Largeur;Longueur;Ville
50.6643040496, 5.5612692216;"{""coordinates"": [5.5612692216, 50.6643040496], ""type"": ""Point""}";1666;7729709;chaussée de Tongres;8227;12;1130384;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.64338863, 5.5339580793;"{""coordinates"": [5.5339580793, 50.64338863], ""type"": ""Point""}";1327;7729745;cité du Moulin;4618;71;1115761;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6479652195, 5.5668724066;"{""coordinates"": [5.5668724066, 50.6479652195], ""type"": ""Point""}";1491;7729933;Montagne Sainte-Walburge;851;13;1226794;Liège;4000;3;2021-03-26;2021-08-19;Existant;;;;Liège
50.6519466121, 5.5714326865;"{""coordinates"": [5.5714326865, 50.6519466121], ""type"": ""Point""}";1494;7729933;Montagne Sainte-Walburge;851;124;1226800;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6235003662, 5.5704583094;"{""coordinates"": [5.5704583094, 50.6235003662], ""type"": ""Point""}";1406;7729992;place des Franchises;33;12;1117048;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6122599901, 5.5923301039;"{""coordinates"": [5.5923301039, 50.6122599901], ""type"": ""Point""}";1838;7731225;rue Ovide Decroly;7213;137;1190143;Liège;4031;1;2022-01-28;2022-01-28;Existant;;;6;Liège
50.63707332, 5.5695522966;"{""coordinates"": [5.5695522966, 50.63707332], ""type"": ""Point""}";1550;7730054;place Saint-Jacques;261;24;1135116;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6408606228, 5.59093853;"{""coordinates"": [5.59093853, 50.6408606228], ""type"": ""Point""}";1296;7730106;quai Bonaparte;714;48;1115769;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6375230873, 5.5809060536;"{""coordinates"": [5.5809060536, 50.6375230873], ""type"": ""Point""}";1501;7730116;quai de l'Ourthe;65;41;1226841;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6200355212, 5.5852730139;"{""coordinates"": [5.5852730139, 50.6200355212], ""type"": ""Point""}";1333;7730125;quai du Condroz;1212;21;1117024;Liège;4031;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6198700108, 5.5893679005;"{""coordinates"": [5.5893679005, 50.6198700108], ""type"": ""Point""}";1272;7730120;quai des Ardennes;124;43;1134304;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6213133793, 5.585175634;"{""coordinates"": [5.585175634, 50.6213133793], ""type"": ""Point""}";1271;7730120;quai des Ardennes;124;16;1134358;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6471897242, 5.5871005121;"{""coordinates"": [5.5871005121, 50.6471897242], ""type"": ""Point""}";1552;7730141;quai Saint-Léonard;52;6;1108888;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6032247217, 5.6053488795;"{""coordinates"": [5.6053488795, 50.6032247217], ""type"": ""Point""}";1561;7730142;quai Saint-Paul de Sinçay;7241;96;1111054;Liège;4031;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6113252646, 5.562715122;"{""coordinates"": [5.562715122, 50.6113252646], ""type"": ""Point""}";833;7730147;résidence Fraternité;9826;6;1135197;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6329176541, 5.5784170019;"{""coordinates"": [5.5784170019, 50.6329176541], ""type"": ""Point""}";1576;7730178;rue Armand Stouls;71;36;1127914;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6329040176, 5.5802598257;"{""coordinates"": [5.5802598257, 50.6329040176], ""type"": ""Point""}";1688;7730178;rue Armand Stouls;71;2;1871786;Liège;4020;2;2021-04-14;2021-04-14;Existant;;;;Liège
50.6439218399, 5.5484873482;"{""coordinates"": [5.5484873482, 50.6439218399], ""type"": ""Point""}";1622;7730219;rue Bois Gotha;421;100;1136984;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6437304915, 5.5484268519;"{""coordinates"": [5.5484268519, 50.6437304915], ""type"": ""Point""}";1293;7730219;rue Bois Gotha;421;97;1130483;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.643504105, 5.5481768524;"{""coordinates"": [5.5481768524, 50.643504105], ""type"": ""Point""}";1623;7730219;rue Bois Gotha;421;120;1136973;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6626010864, 5.5654128894;"{""coordinates"": [5.5654128894, 50.6626010864], ""type"": ""Point""}";1297;7730229;rue Bontemps;81;42;1124521;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6146886812, 5.5826267615;"{""coordinates"": [5.5826267615, 50.6146886812], ""type"": ""Point""}";1303;7730230;rue Bossy;7279;75;1126676;Liège;4031;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6127206361, 5.61807497;"{""coordinates"": [5.61807497, 50.6127206361], ""type"": ""Point""}";1304;7730231;rue Bourdon;748;38;1120179;Liège;4032;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6330045858, 5.5625045752;"{""coordinates"": [5.5625045752, 50.6330045858], ""type"": ""Point""}";951;7730256;rue Charles Morren;314;3;1121817;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6457928743, 5.5644350913;"{""coordinates"": [5.5644350913, 50.6457928743], ""type"": ""Point""}";1630;7730268;rue Coqraimont;431;5;1217935;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6145436372, 5.5812193557;"{""coordinates"": [5.5812193557, 50.6145436372], ""type"": ""Point""}";1781;7730284;rue d'Angleur;7281;35;1132305;Liège;4031;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6370225992, 5.563501019;"{""coordinates"": [5.563501019, 50.6370225992], ""type"": ""Point""}";1351;7730287;rue Darchis;226;55;1114992;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6217972548, 5.5854976292;"{""coordinates"": [5.5854976292, 50.6217972548], ""type"": ""Point""}";813;7730305;rue de Chaudfontaine;1211;14;1116850;Liège;4020;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.610715855, 5.6060564471;"{""coordinates"": [5.6060564471, 50.610715855], ""type"": ""Point""}";1325;7730307;rue de Chênée;727;43;1108135;Liège;4031;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6280515329, 5.6272728312;"{""coordinates"": [5.6272728312, 50.6280515329], ""type"": ""Point""}";1434;7730326;rue de Herve;7671;350;1119023;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6326222638, 5.6050701861;"{""coordinates"": [5.6050701861, 50.6326222638], ""type"": ""Point""}";807;7730326;rue de Herve;798;71;1134522;Liège;4030;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6294776743, 5.6178744838;"{""coordinates"": [5.6178744838, 50.6294776743], ""type"": ""Point""}";1433;7730326;rue de Herve;7612;180;1237683;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6558193804, 5.5774022275;"{""coordinates"": [5.5774022275, 50.6558193804], ""type"": ""Point""}";1740;7730347;rue de la Chaîne;817;26;1133258;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6318274526, 5.6274116881;"{""coordinates"": [5.6274116881, 50.6318274526], ""type"": ""Point""}";1712;7730352;rue de la Chaudronnerie;7672;13;1222294;Liège;4030;1;2021-05-17;2021-05-17;Existant;;;;Liège
50.648497429, 5.5566844923;"{""coordinates"": [5.5566844923, 50.648497429], ""type"": ""Point""}";1466;7730378;rue de la Légia;476;48;1912178;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6454536379, 5.5999156905;"{""coordinates"": [5.5999156905, 50.6454536379], ""type"": ""Point""}";1484;7730389;rue de la Métallurgie;623;15;1137111;Liège;4020;2;2021-03-26;2021-03-26;Existant;;;;Liège
50.6270308927, 5.6056121193;"{""coordinates"": [5.6056121193, 50.6270308927], ""type"": ""Point""}";1371;7730451;rue de l'Enclume;7958;30;1117753;Liège;4030;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6408454553, 5.5870838944;"{""coordinates"": [5.5870838944, 50.6408454553], ""type"": ""Point""}";1372;7730453;rue de l'Enseignement;627;15;1109173;Liège;4020;2;2021-03-25;2021-10-16;Existant;;;;Liège
50.6429427793, 5.6169934067;"{""coordinates"": [5.6169934067, 50.6429427793], ""type"": ""Point""}";1615;7730467;rue de Liège;6476;121;1239958;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6432455436, 5.6182593239;"{""coordinates"": [5.6182593239, 50.6432455436], ""type"": ""Point""}";1616;7730467;rue de Liège;6476;91;1121207;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6352119328, 5.603395981;"{""coordinates"": [5.603395981, 50.6352119328], ""type"": ""Point""}";1772;7730493;rue de Robermont;6327;290;1131172;Liège;4020;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6243543472, 5.5702838655;"{""coordinates"": [5.5702838655, 50.6243543472], ""type"": ""Point""}";1678;7730497;rue de Sclessin;371;47;1218094;Liège;4000;1;2021-04-07;2021-04-07;Existant;;;;Liège
50.6276430406, 5.5687211008;"{""coordinates"": [5.5687211008, 50.6276430406], ""type"": ""Point""}";850;7730500;rue de Serbie;373;73;1134166;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6295939156, 5.568487841;"{""coordinates"": [5.568487841, 50.6295939156], ""type"": ""Point""}";827;7730500;rue de Serbie;373;5;1440011;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6259417068, 5.5688720612;"{""coordinates"": [5.5688720612, 50.6259417068], ""type"": ""Point""}";849;7730500;rue de Serbie;373;128;1207365;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6216857642, 5.5894990873;"{""coordinates"": [5.5894990873, 50.6216857642], ""type"": ""Point""}";1574;7730506;rue de Stavelot;1256;13;1123338;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6139678662, 5.5522619787;"{""coordinates"": [5.5522619787, 50.6139678662], ""type"": ""Point""}";1587;7730511;rue de Trazegnies;9884;60;1236145;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6140056846, 5.5522742317;"{""coordinates"": [5.5522742317, 50.6140056846], ""type"": ""Point""}";1588;7730511;rue de Trazegnies;9884;62;1236144;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6475231283, 5.6318738819;"{""coordinates"": [5.6318738819, 50.6475231283], ""type"": ""Point""}";750;7730515;rue de Visé;6515;154;1229657;Liège;4020;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6403388137, 5.5910806873;"{""coordinates"": [5.5910806873, 50.6403388137], ""type"": ""Point""}";1353;7730534;rue Denis Sotiau;727;2;1213851;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6475301984, 5.5684945353;"{""coordinates"": [5.5684945353, 50.6475301984], ""type"": ""Point""}";1267;7730547;rue des Anglais;41;21;1229291;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6478863135, 5.5670265236;"{""coordinates"": [5.5670265236, 50.6478863135], ""type"": ""Point""}";1619;7730547;rue des Anglais;41;55;1220688;Liège;4000;3;2021-03-31;2021-10-25;Existant;;;;Liège
50.6190543298, 5.6160036477;"{""coordinates"": [5.6160036477, 50.6190543298], ""type"": ""Point""}";1285;7730557;rue des Bedennes;753;277;1221047;Liège;4032;2;2021-03-25;2021-08-25;Existant;;;;Liège
50.6514215265, 5.5656339088;"{""coordinates"": [5.5656339088, 50.6514215265], ""type"": ""Point""}";1309;7730570;rue des Buissons;811;72;1219391;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6393819673, 5.5729995616;"{""coordinates"": [5.5729995616, 50.6393819673], ""type"": ""Point""}";1674;7730586;rue des Clarisses;223;6;1221914;Liège;4000;1;2021-04-02;2021-09-24;Existant;;;;Liège
50.6195372586, 5.6150608715;"{""coordinates"": [5.6150608715, 50.6195372586], ""type"": ""Point""}";1793;7730596;rue des Courteaux;7536;206;1220747;Liège;4032;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6177228205, 5.6140084338;"{""coordinates"": [5.6140084338, 50.6177228205], ""type"": ""Point""}";1344;7730596;rue des Courteaux;7536;114;1231453;Liège;4032;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6732562987, 5.6593311414;"{""coordinates"": [5.6593311414, 50.6732562987], ""type"": ""Point""}";1823;7730616;rue des Forgerons;6654;2;1214684;Liège;4020;1;2021-09-20;2021-09-20;Existant;;;;Liège
50.6272271909, 5.5668060935;"{""coordinates"": [5.5668060935, 50.6272271909], ""type"": ""Point""}";832;7730636;rue des Guillemins;333;87;1216067;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6294691783, 5.568044762;"{""coordinates"": [5.568044762, 50.6294691783], ""type"": ""Point""}";1679;7730636;rue des Guillemins;333;26;1213889;Liège;4000;2;2021-04-07;2021-04-07;Existant;;;;Liège
50.60631784, 5.6236015834;"{""coordinates"": [5.6236015834, 50.60631784], ""type"": ""Point""}";985;7730709;rue des Primevères;7492;40;1231915;Liège;4032;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6279562921, 5.5823239654;"{""coordinates"": [5.5823239654, 50.6279562921], ""type"": ""Point""}";1667;7730730;rue des Vennes;1258;62;1226240;Liège;4020;1;2021-03-31;2021-09-02;Existant;;;;Liège
50.6190759171, 5.5949558425;"{""coordinates"": [5.5949558425, 50.6190759171], ""type"": ""Point""}";1695;7730730;rue des Vennes;1258;360;1226281;Liège;4020;1;2021-04-14;2021-04-14;Existant;;;;Liège
50.6573749604, 5.6005293906;"{""coordinates"": [5.6005293906, 50.6573749604], ""type"": ""Point""}";1638;7730739;rue d'Esch-sur-Alzette;232;7;1210064;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6375854643, 5.5519134072;"{""coordinates"": [5.5519134072, 50.6375854643], ""type"": ""Point""}";1636;7730747;rue Dieudonné Salme;436;47;1229765;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6376921376, 5.5526453345;"{""coordinates"": [5.5526453345, 50.6376921376], ""type"": ""Point""}";1358;7730747;rue Dieudonné Salme;436;16;1225518;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6149274219, 5.583194488;"{""coordinates"": [5.583194488, 50.6149274219], ""type"": ""Point""}";828;7730758;rue d'Ougrée;7293;36;1228088;Liège;4031;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.639241866, 5.5451045803;"{""coordinates"": [5.5451045803, 50.639241866], ""type"": ""Point""}";1625;7730777;rue du Calvaire;425;255;1237999;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6507960856, 5.5993983407;"{""coordinates"": [5.5993983407, 50.6507960856], ""type"": ""Point""}";1331;7730798;rue du Commandant Marchand;527;11;1210530;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6572042749, 5.5682243287;"{""coordinates"": [5.5682243287, 50.6572042749], ""type"": ""Point""}";1735;7730832;rue du Limbourg;847;115;1238445;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6188614003, 5.5570278019;"{""coordinates"": [5.5570278019, 50.6188614003], ""type"": ""Point""}";1509;7730854;rue du Perron;9123;117;1241363;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.612863213, 5.5983740151;"{""coordinates"": [5.5983740151, 50.612863213], ""type"": ""Point""}";818;7730896;rue du Val Benoît;7248;24;1214081;Liège;4031;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.626473848, 5.5964911412;"{""coordinates"": [5.5964911412, 50.626473848], ""type"": ""Point""}";1820;7730908;rue Edouard Marcotty;7785;35;1210214;Liège;4030;1;2021-08-31;2021-08-31;Existant;;;;Liège
50.6479045682, 5.5537646483;"{""coordinates"": [5.5537646483, 50.6479045682], ""type"": ""Point""}";1707;7730913;rue Emile Gérard;438;4;1444947;Liège;4000;2;2021-05-17;2021-05-17;Existant;;;;Liège
50.6480917284, 5.5498298392;"{""coordinates"": [5.5498298392, 50.6480917284], ""type"": ""Point""}";1799;7730914;rue Emile Vandervelde;465;6;1219162;Liège;4000;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.6395776312, 5.6049150585;"{""coordinates"": [5.6049150585, 50.6395776312], ""type"": ""Point""}";1773;7730921;rue Ernest Malvoz;6314;10;1217436;Liège;4020;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6378948779, 5.5604365554;"{""coordinates"": [5.5604365554, 50.6378948779], ""type"": ""Point""}";1639;7730924;rue Etienne Soubre;23;1;1226968;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6286167891, 5.6020005823;"{""coordinates"": [5.6020005823, 50.6286167891], ""type"": ""Point""}";1386;7730929;rue Eugène Vandenhoff;796;12;1209730;Liège;4030;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6118665007, 5.5579489988;"{""coordinates"": [5.5579489988, 50.6118665007], ""type"": ""Point""}";1387;7730932;rue Faleye;9846;50;1225182;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6431971669, 5.5967278976;"{""coordinates"": [5.5967278976, 50.6431971669], ""type"": ""Point""}";1388;7730933;rue Fassin;6216;20;1227409;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6292158076, 5.6046154027;"{""coordinates"": [5.6046154027, 50.6292158076], ""type"": ""Point""}";1403;7730967;rue Fraischamps;7962;133;1229067;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6303886072, 5.6076773515;"{""coordinates"": [5.6076773515, 50.6303886072], ""type"": ""Point""}";1404;7730967;rue Fraischamps;7962;211;1220580;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6290647289, 5.6042443384;"{""coordinates"": [5.6042443384, 50.6290647289], ""type"": ""Point""}";1785;7730967;rue Fraischamps;7962;123;1229073;Liège;4030;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6186958243, 5.5851700891;"{""coordinates"": [5.5851700891, 50.6186958243], ""type"": ""Point""}";1780;7730970;rue François Paquay;7286;46;1227319;Liège;4031;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6567719177, 5.5746012148;"{""coordinates"": [5.5746012148, 50.6567719177], ""type"": ""Point""}";1825;7730984;rue du Général Charles Collyns;835;84;1229928;Liège;4000;1;2021-09-24;2021-09-24;Existant;;;;Liège
50.6499038647, 5.5852580342;"{""coordinates"": [5.5852580342, 50.6499038647], ""type"": ""Point""}";1430;7731030;rue Hennet;545;21;1240661;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.628031464, 5.5592251841;"{""coordinates"": [5.5592251841, 50.628031464], ""type"": ""Point""}";1459;7731039;rue Henri Koch;921;26;1221360;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6473192404, 5.5794933124;"{""coordinates"": [5.5794933124, 50.6473192404], ""type"": ""Point""}";1436;7731050;rue Hors-Château;548;68;1231370;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.643773691, 5.5583868099;"{""coordinates"": [5.5583868099, 50.643773691], ""type"": ""Point""}";1440;7731054;rue Hullos;467;60;1214105;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6230362429, 5.6138372269;"{""coordinates"": [5.6138372269, 50.6230362429], ""type"": ""Point""}";1647;7731058;rue Jacques Brel;7629;48;1231766;Liège;4030;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6235768074, 5.6140806013;"{""coordinates"": [5.6140806013, 50.6235768074], ""type"": ""Point""}";1790;7731058;rue Jacques Brel;7629;12;1233839;Liège;4030;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6393412368, 5.5830550661;"{""coordinates"": [5.5830550661, 50.6393412368], ""type"": ""Point""}";1805;7731068;rue Jean d'Outremeuse;61;17;1214505;Liège;4020;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.65335131, 5.5687144271;"{""coordinates"": [5.5687144271, 50.65335131], ""type"": ""Point""}";1736;7731070;rue Jean Haust;841;42;1234243;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6500914395, 5.555086703;"{""coordinates"": [5.555086703, 50.6500914395], ""type"": ""Point""}";1649;7731122;rue Lacroix;475;48;1219282;Liège;4000;1;2021-03-31;2021-08-27;Existant;;;;Liège
50.6358805385, 5.5864105609;"{""coordinates"": [5.5864105609, 50.6358805385], ""type"": ""Point""}";1461;7731124;rue Lairesse;753;36;1208531;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6480784561, 5.5879399929;"{""coordinates"": [5.5879399929, 50.6480784561], ""type"": ""Point""}";1463;7731128;rue Lambert Grisard;556;8;1223975;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6799356603, 5.5458204954;"{""coordinates"": [5.5458204954, 50.6799356603], ""type"": ""Point""}";1764;7731150;rue Lohest;829;41;1207785;Liège;4000;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6538730213, 5.5486451335;"{""coordinates"": [5.5486451335, 50.6538730213], ""type"": ""Point""}";1827;7731152;rue Longue;8155;22;1236062;Liège;4000;1;2021-09-24;2021-09-24;Existant;;;;Liège
50.6382413601, 5.5845475052;"{""coordinates"": [5.5845475052, 50.6382413601], ""type"": ""Point""}";1471;7731158;rue Louis Jamme;646;22;1227436;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6540322623, 5.5543585748;"{""coordinates"": [5.5543585748, 50.6540322623], ""type"": ""Point""}";1487;7731195;rue Molinvaux;484;192;1227027;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6546686766, 5.5557450634;"{""coordinates"": [5.5557450634, 50.6546686766], ""type"": ""Point""}";1486;7731195;rue Molinvaux;85;232;1229198;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6497829478, 5.5921468865;"{""coordinates"": [5.5921468865, 50.6497829478], ""type"": ""Point""}";1495;7731200;rue Mosselman;573;1;1218464;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6484489482, 5.6071918203;"{""coordinates"": [5.6071918203, 50.6484489482], ""type"": ""Point""}";1498;7731214;rue Nicolas Goblet;2221;9;1183358;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6408285486, 5.5570818789;"{""coordinates"": [5.5570818789, 50.6408285486], ""type"": ""Point""}";1504;7731230;rue Patenier;491;10;1147439;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6301356541, 5.6057227446;"{""coordinates"": [5.6057227446, 50.6301356541], ""type"": ""Point""}";1512;7731243;rue Pierre Curie;7972;10;1152082;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6356395894, 5.5570554098;"{""coordinates"": [5.5570554098, 50.6356395894], ""type"": ""Point""}";1549;7731307;rue Saint-Gilles;95;364;1181660;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.648832236, 5.5894749001;"{""coordinates"": [5.5894749001, 50.648832236], ""type"": ""Point""}";1555;7731315;rue Saint-Léonard;55;176;1163209;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
